applicant_gen2, cited_patent_gen2, citing_applicant_gen2, citing_patents_gen2, ipc_current, title_original
"MASSACHUSETTS EYE & EAR INFIRMARY","US20140242699A1","","","A61K-0038/46; C07H-0021/04; C07K-0014/00; C12N-0005/00; C12N-0009/16; C12P-0021/04",""
"HARVARD COLLEGE","US20130309670A1; US20140068797A1; US20140242699A1; US20140342458A1; US20140356956A1; US20140359795A1","HARVARD COLLEGE; REGENERON PHARMA; UNIV IOWA RES FOUND; UNIV MINNESOTA","US10077453B2; US10106820B2; US10113163B2; US9228208B2; US9322006B2; US9340799B2; US9340800B2; US9359599B2; US9388430B2; US9526784B2; US9546384B2; US9737604B2; US9834791B2; US9840699B2; US9888673B2; US9902971B2; US9999671B2","C12N-0015/90","Large Gene Excision and Insertion"
"UNIV CALIFORNIA","US20140242699A1; WO2013011021A1","","","A61K-0048/00; C07H-0021/04; C07K-0014/05; C07K-0014/535; C07K-0014/705; C12N-0005/02; C12N-0009/22; C12N-0015/00; C12N-0015/11; C12N-0015/113",""
"HARVARD COLLEGE","US20140068797A1; US20140242699A1; US20150232833A1; US20150259704A1; US20160160210A1; US8697359B1","BROAD INST INC; EDITAS MEDICINE INC; HARVARD COLLEGE; REGENERON PHARMA; SANGAMO BIOSCIENCES INC; SANGAMO THERAPEUTICS INC; SYSTEM BIOSCIENCES LLC; THE BOARD OF TRUSTEE OF THE LELAND STANFORD JUNIOR UNIV; THE BRIGHAM AND WOMEN'S HOSPITAL INC; THE CHILDREN'S MEDICAL CENTER CORP; The Regents of the University of California; UNIV BRANDEIS; UNIV CALIFORNIA; UNIV IOWA RES FOUND; UNIV OF VIENNA; UNIV VILNIUS","EP2800811A1; EP3009511A2; US10000772B2; US10077445B2; US10077453B2; US10106820B2; US10113163B2; US10113167B2; US20140186843A1; US20150050699A1; US20150056705A1; US20150259704A1; US20160160210A1; US9228207B2; US9234213B2; US9322006B2; US9322037B2; US9340799B2; US9340800B2; US9359599B2; US9388430B2; US9526784B2; US9546384B2; US9737604B2; US9738908B2; US9822370B2; US9834786B2; US9834791B2; US9840699B2; US9856497B2; US9873894B2; US9902971B2; US9902974B2; US9938521B2; US9970024B2; US9999671B2; WO2016205613A1; WO2016205711A1; WO2016205749A1; WO2017049129A3; WO2017074962A1; WO2017087708A1; WO2017184768A1; WO2017184786A1","C12N-0015/01; C12N-0015/81; C12N-0015/82; C12N-0015/85","RNA-guided human genome engineering"
"HARVARD COLLEGE","US20100076057A1; US20110059502A1; US20110189776A1; US20110223638A1; US20110301073A1; US20130130248A1; US20130253040A1; US20140068797A1; US20140179770A1; US20140242699A1; US20140315985A1; US20140335620A1; US6586240B1; US8697359B1; US8889394B2; WO2008108989A2; WO2010054108A2; WO2011143124A2; WO2011146121A1; WO2012164565A1; WO2013098244A1; WO2013126794A1; WO2013141680A1; WO2013142578A1; WO2013176772A1; WO2014022702A2; WO2014065596A1; WO2014089290A1; WO2014093595A1; WO2014093655A2","AGENOVIR CORP; CARIBOU BIOSCIENCES INC; EDITAS MEDICINE INC; HARVARD COLLEGE; REGENERON PHARMA; SYSTEM BIOSCIENCES LLC; THE BOARD OF TRUSTEE OF THE LELAND STANFORD JUNIOR UNIV; THE CHILDREN'S MEDICAL CENTER CORP; The Regents of the University of California; UNIV IOWA RES FOUND; UNIV LELAND STANFORD JUNIOR; UNIV OF VIENNA","US10000772B2; US10066241B2; US10077445B2; US10077453B2; US10113163B2; US10113167B2; US10117911B2; US10125361B2; US20150140664A1; US9228207B2; US9234213B2; US9260752B1; US9322006B2; US9322037B2; US9340799B2; US9340800B2; US9359599B2; US9388430B2; US9410198B2; US9487802B2; US9526784B2; US9546384B2; US9725714B2; US9737604B2; US9738908B2; US9803194B2; US9809814B1; US9822370B2; US9834786B2; US9834791B2; US9840699B2; US9856497B2; US9909122B2; US9938521B2; US9999671B2","C12N-0015/87","RNA-guided human genome engineering"
"UNIV CALIFORNIA","US20110091441A1; US20130122026A1; US20130190385A1; US20140242699A1","CRISPR THERAPEUTICS AG","WO2018007980A1","A61K-0048/00; C07H-0021/04; C12N-0005/02; C12N-0015/00; C12N-0015/11","TARGETED DISRUPTION OF A CSF1-DAP12 PATHWAY MEMBER GENE FOR THE TREATMENT OF NEUROPATHIC PAIN | DISRUPTION CIBLÉE D'UN GÈNE MEMBRE DE LA VOIE CSF1-DAP12 POUR LE TRAITEMENT DE LA DOULEUR NEUROPATHIQUE"
"MIT","US20100076057A1; US20110189776A1; US20110223638A1; US20130130248A1; WO2008108989A2; WO2010054108A2; WO2012164565A1; WO2013098244A1; WO2013141680A1; WO2013142578A1; WO2013176772A1; WO2014065596A1; WO2014089290A1; WO2014093479A1; WO2014099744A1; WO2014099750A2","BRIGHAM & WOMENS HOSPITAL; BRIGHAM & WOMENS HOSPITAL INC; BROAD INST INC; HARVARD COLLEGE; MASSACHUSETTS GEN HOSPITAL; MASSACHUSETTS INST TECHNOLOGY; NEURO LM SAS; NOVARTIS AG; PIONEER HI-BRED INT INC; TEH BROAD INST INC; THE BOARD INST INC; THE BRIGHAM AND WOMEN'S HOSPITAL INC; THE CHILDREN'S MEDICAL CENTER CORP; The Regents of the University of California; UNIV OF VIENNA; VERTEX PHARMA","US10000772B2; US10011850B2; US10039777B2; US10077445B2; US10093910B2; US10100291B2; US10113167B2; US10119133B2; US10138476B2; US9074199B1; US9512446B1; US9567603B2; US9567604B2; US9580701B2; US9650617B2; US9688972B2; US9752132B2; US9771601B2; US9822370B2; US9868962B2; US9885033B2; US9926545B2; US9926546B2; US9944912B2; WO2015065964A1; WO2015077318A1; WO2015089351A1; WO2015089354A1; WO2015089364A1; WO2015089419A2; WO2015089465A1; WO2015089486A2; WO2016049163A2; WO2016049251A1; WO2016069591A2; WO2016086197A1; WO2016094867A1; WO2016094872A1; WO2016094874A1; WO2016094880A1; WO2016100974A1; WO2016106236A1; WO2016106244A1; WO2016108926A1; WO2016138488A2; WO2016182893A1; WO2016205728A1; WO2016205745A2; WO2016205749A1; WO2016205764A1; WO2017069958A2; WO2017070605A1; WO2017074788A1; WO2017075294A1; WO2017075451A1; WO2017075465A1; WO2017075478A2; WO2017087708A1; WO2017106657A1; WO2017147196A1; WO2017161325A1; WO2017184768A1; WO2017184786A1; WO2017189308A1; WO2017219027A1; WO2018013840A1; WO2018035250A1; WO2018035364A1; WO2018049025A2; WO2018067991A1; WO2018083606A1","C12N-0015/00; C12N-0015/85","Engineering and optimization of improved systems, methods and enzyme compositions for sequence manipulation"
"HARVARD COLLEGE","US20100076057A1; US20110189776A1; US20110223638A1; US20110286980A1; US20130130248A1; US20130253040A1; US20140242700A1; US20140273226A1; US8697359B1; US9074199B1; WO2008108989A2; WO2010054108A2; WO2011143124A2; WO2012164565A1; WO2013098244A1; WO2013126794A1; WO2013141680A1; WO2013142578A1; WO2013176772A1; WO2014022702A2","","","C07H-0021/04; C12N-0009/22; C12Q-0001/68; C12Q-0001/6897; G01N-0033/573","Mutant Cas9 proteins"
"HARVARD COLLEGE","US20100076057A1; US20110189776A1; US20110223638A1; US20110286980A1; US20130130248A1; US20130253040A1; US20140242700A1; US20140273226A1; US8697359B1; WO2008108989A2; WO2010054108A2; WO2011143124A2; WO2012164565A1; WO2013098244A1; WO2013126794A1; WO2013141680A1; WO2013142578A1; WO2013176772A1; WO2014022702A2","AVECTAS LTD; HARVARD COLLEGE; MASSACHUSETTS GEN HOSPITAL","US10011850B2; US10093910B2; US10100291B2; US10119133B2; US10138476B2; US20160298097A1; US9512446B1; US9567603B2; US9567604B2; US9885033B2; US9926546B2; WO2017115128A2; WO2018115973A2","C12N-0009/22","Mutant Cas9 proteins"
"HARVARD COLLEGE","US20110286980A1; US20140242700A1","BAYER CROPSCIENCE NV; EDITAS MEDICINE INC; HARVARD COLLEGE; NOVOZYMES AS; UNIV IOWA RES FOUND; UNIV NANYANG TECH","US10077453B2; US10113163B2; US9340799B2; US9340800B2; US9359599B2; US9388430B2; US9526784B2; US9737604B2; US9834791B2; US9840699B2; US9938521B2; US9999671B2; WO2017118720A1; WO2017172860A1; WO2018054911A1; WO2018074979A1","C07H-0021/04; C07K-0001/00; C12N-0009/16; C12N-0015/00","MUTANT CAS9 PROTEINS | PROTÉINES CAS9 MUTANTES"
"BROAD INSTITUTE INC","US20100076057A1; US20110189776A1; US20110223638A1; US20130130248A1; WO2008108989A2; WO2010054108A2; WO2012164565A1; WO2013098244A1; WO2013141680A1; WO2013142578A1; WO2013176772A1; WO2014065596A1; WO2014089290A1; WO2014093479A1; WO2014099744A1; WO2014099750A2","BRIGHAM & WOMENS HOSPITAL; BRIGHAM & WOMENS HOSPITAL INC; BROAD INST INC; CARIBOU BIOSCIENCES INC; HARVARD COLLEGE; MASSACHUSETTS GEN HOSPITAL; MASSACHUSETTS INST TECHNOLOGY; NOVARTIS AG; PIONEER HI-BRED INT INC; REGENERON PHARMA; SYSTEM BIOSCIENCES LLC; TEH BROAD INST INC; THE BOARD INST INC; THE BRIGHAM AND WOMEN'S HOSPITAL INC; THE CHILDREN'S MEDICAL CENTER CORP; The Regents of the University of California; UNIV IOWA RES FOUND; UNIV OF VIENNA; VERTEX PHARMA; YEDA RES & DEV","US10000772B2; US10011850B2; US10077445B2; US10077453B2; US10093910B2; US10113163B2; US10113167B2; US10119133B2; US10138476B2; US9228208B2; US9234213B2; US9512446B1; US9546384B2; US9567603B2; US9567604B2; US9580701B2; US9650617B2; US9688972B2; US9738908B2; US9752132B2; US9771601B2; US9822370B2; US9834786B2; US9834791B2; US9868962B2; US9885033B2; US9926545B2; US9926546B2; US9944912B2; US9970030B2; US9999671B2; WO2015065964A1; WO2015089351A1; WO2015089354A1; WO2015089364A1; WO2015089419A2; WO2015089465A1; WO2015089486A2; WO2016049163A2; WO2016049251A1; WO2016069591A2; WO2016086197A1; WO2016094867A1; WO2016094872A1; WO2016094874A1; WO2016094880A1; WO2016100974A1; WO2016106236A1; WO2016106244A1; WO2016108926A1; WO2016138488A2; WO2016182893A1; WO2016205728A1; WO2016205745A2; WO2016205764A1; WO2017069958A2; WO2017070605A1; WO2017074788A1; WO2017075294A1; WO2017075451A1; WO2017075465A1; WO2017075478A2; WO2017087708A1; WO2017147196A1; WO2017161325A1; WO2017219027A1; WO2018013840A1; WO2018035250A1; WO2018035364A1; WO2018047183A1; WO2018049025A2; WO2018067991A1; WO2018083606A1","C12N-0015/85","CRISPR-CAS Nickase Systems, Methods And Compositions For Sequence Manipulation in Eukaryotes"
"MIT","US20100076057A1; US20110189776A1; US20110223638A1; US20130130248A1; US20140068797A1; WO2008108989A2; WO2010054108A2; WO2011146121A1; WO2012164565A1; WO2013098244A1; WO2013141680A1; WO2013142578A1; WO2013176772A1; WO2014065596A1; WO2014089290A1; WO2014093479A1; WO2014099744A1; WO2014099750A2","BRIGHAM & WOMENS HOSPITAL; BRIGHAM & WOMENS HOSPITAL INC; BROAD INST INC; MASSACHUSETTS GEN HOSPITAL; MASSACHUSETTS INST TECHNOLOGY; NOVARTIS AG; PIONEER HI-BRED INT INC; REGENERON PHARMA; SYSTEM BIOSCIENCES LLC; TEH BROAD INST INC; THE BOARD INST INC; THE BRIGHAM AND WOMEN'S HOSPITAL INC; THE CHILDREN'S MEDICAL CENTER CORP; The Regents of the University of California; UNIV CALIFORNIA; UNIV OF VIENNA; VERTEX PHARMA","US10000772B2; US10011850B2; US10077445B2; US10093910B2; US10113167B2; US10119133B2; US10138476B2; US9228208B2; US9234213B2; US9512446B1; US9546384B2; US9567603B2; US9567604B2; US9580701B2; US9650617B2; US9688972B2; US9738908B2; US9752132B2; US9771601B2; US9822370B2; US9834786B2; US9868962B2; US9885033B2; US9926545B2; US9926546B2; US9944912B2; WO2015065964A1; WO2015089351A1; WO2015089354A1; WO2015089364A1; WO2015089419A2; WO2015089465A1; WO2015089486A2; WO2016049163A2; WO2016049251A1; WO2016069591A2; WO2016086197A1; WO2016094867A1; WO2016094872A1; WO2016094874A1; WO2016094880A1; WO2016100974A1; WO2016106236A1; WO2016106244A1; WO2016108926A1; WO2016114972A1; WO2016138488A2; WO2016182893A1; WO2016205728A1; WO2016205745A2; WO2016205764A1; WO2017069958A2; WO2017070605A1; WO2017074788A1; WO2017075294A1; WO2017075451A1; WO2017075465A1; WO2017075478A2; WO2017087708A1; WO2017147196A1; WO2017161325A1; WO2017219027A1; WO2018013840A1; WO2018035250A1; WO2018035364A1; WO2018049025A2; WO2018067991A1; WO2018083606A1","C12N-0015/01; C12N-0015/85; C12N-0015/86","ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION WITH FUNCTIONAL DOMAINS"
"BROAD INSTITUTE INC","US20100076057A1; US20110189776A1; US20110223638A1; US20130130248A1; WO2008108989A2; WO2010054108A2; WO2012164565A1; WO2013098244A1; WO2013141680A1; WO2013142578A1; WO2013176772A1; WO2014065596A1; WO2014089290A1; WO2014093479A1; WO2014099744A1; WO2014099750A2","BRIGHAM & WOMENS HOSPITAL; BRIGHAM & WOMENS HOSPITAL INC; BROAD INST INC; GUANGDONG MEDICAL COLLEGE; MASSACHUSETTS GEN HOSPITAL; MASSACHUSETTS INST TECHNOLOGY; NOVARTIS AG; PIONEER HI-BRED INT INC; PRONUTRIA INC; REGENERON PHARMA; TEH BROAD INST INC; THE BOARD INST INC; THE BRIGHAM AND WOMEN'S HOSPITAL INC; THE CHILDREN'S MEDICAL CENTER CORP; The Regents of the University of California; UNIV OF VIENNA; VERTEX PHARMA","CN104673816A; US10000772B2; US10011850B2; US10077445B2; US10093910B2; US10113167B2; US10119133B2; US10138476B2; US9228208B2; US9512446B1; US9546384B2; US9567603B2; US9567604B2; US9580701B2; US9650617B2; US9688972B2; US9752132B2; US9771601B2; US9822370B2; US9834786B2; US9868962B2; US9885033B2; US9926545B2; US9926546B2; US9944912B2; WO2015054507A1; WO2015065964A1; WO2015089351A1; WO2015089354A1; WO2015089364A1; WO2015089419A2; WO2015089465A1; WO2015089486A2; WO2016049163A2; WO2016049251A1; WO2016069591A2; WO2016086197A1; WO2016094867A1; WO2016094872A1; WO2016094874A1; WO2016094880A1; WO2016100974A1; WO2016106236A1; WO2016106244A1; WO2016108926A1; WO2016138488A2; WO2016182893A1; WO2016205728A1; WO2016205745A2; WO2016205764A1; WO2017069958A2; WO2017070605A1; WO2017074788A1; WO2017075294A1; WO2017075451A1; WO2017075465A1; WO2017075478A2; WO2017087708A1; WO2017147196A1; WO2017219027A1; WO2018013840A1; WO2018035250A1; WO2018035364A1; WO2018049025A2; WO2018067991A1; WO2018083606A1","C12N-0015/85","CRISPR-Cas component systems, methods and compositions for sequence manipulation"
"PRONUTRIA INC.,US","US20070264688A1; US20070269862A1; US20130032180A1; US20130032206A1; US20130032212A1; US20130032218A1; US20130032225A1; US20130032232A1; US20130038682A1; US2013032180W; US2013032206W; US2013032212W; US2013032218W; US2013032225W; US2013032232W; US2013032589W; US2013038682W; US2013053287W; US2014023828W; US20140273226A1; US20140273230A1; US20140273231A1; US20140273232A1; US20140273233A1; US20140273234A1; US20140273235A1; US2014028445W; US2014028630W; US2014029068W; US2014029304W; US2014057526W; US2014057527W; US2014057528W; US5156956A; WO2006110677A2; WO2009126463A2","DANISCO US INC; NATIONAL RES INSTITUTE OF BREWING; NOVOZYMES AS; NURITAS LTD; WHITE DOG LABS INC","WO2016100272A1; WO2016100568A1; WO2016100571A1; WO2017009486A1; WO2017009489A1; WO2017019867A1; WO2017191210A1; WO2017214513A1; WO2018123134A1","C12N-0009/22; C12N-0009/62; C12N-0015/10; C12N-0015/52; C12P-0021/02; C12R-0001/66","NUTRITIVE POLYPEPTIDE PRODUCTION SYSTEMS, AND METHODS OF MANUFACTURE AND USE THEREOF | SYSTÈMES DE PRODUCTION DE POLYPEPTIDES NUTRITIFS ET PROCÉDÉS DE PRODUCTION ET D'UTILISATION DE CEUX-CI"
"BROAD INSTITUTE INC","US20030186238A1; US20100055798A1; US20100076057A1; US20110189776A1; US20110223638A1; US20130130248A1; US20140068797A1; WO2008108989A2; WO2010054108A2; WO2012164565A1; WO2013098244A1; WO2013141680A1; WO2013142578A1; WO2013176772A1; WO2013928244A1; WO2014065596A1; WO2014089290A1; WO2014093479A1; WO2014099744A1; WO2014099750A2","AGILENT TECHNOLOGIES INC; BRIGHAM & WOMENS HOSPITAL; BRIGHAM & WOMENS HOSPITAL INC; BROAD INST INC; INSCRIPTA INC; INTEGRATED DNA TECH INC; MASSACHUSETTS GEN HOSPITAL; MASSACHUSETTS INST TECHNOLOGY; NOVARTIS AG; PIONEER HI-BRED INT INC; PRONUTRIA INC; REGENERON PHARMA; RES INST AT NATIONWIDE CHILDREN'S HOSPITAL; TEH BROAD INST INC; THE BOARD INST INC; THE BRIGHAM AND WOMEN'S HOSPITAL INC; THE CHILDREN'S MEDICAL CENTER CORP; THE REGENTS OF THE UNIV OF COLORADO A BODY CORPORATE; The Regents of the University of California; UNIV OF VIENNA; VERTEX PHARMA","US10000772B2; US10011849B1; US10011850B2; US10017760B2; US10077445B2; US10093910B2; US10113167B2; US10119133B2; US10138476B2; US9228208B2; US9512446B1; US9546384B2; US9567603B2; US9567604B2; US9580701B2; US9650617B2; US9688972B2; US9752132B2; US9771601B2; US9822370B2; US9834786B2; US9840702B2; US9868962B2; US9885033B2; US9926545B2; US9926546B2; US9944912B2; US9982278B2; US9982279B1; WO2015054507A1; WO2015065964A1; WO2015089351A1; WO2015089354A1; WO2015089364A1; WO2015089419A2; WO2015089465A1; WO2015089486A2; WO2016049163A2; WO2016049251A1; WO2016069591A2; WO2016086197A1; WO2016089433A1; WO2016094867A1; WO2016094872A1; WO2016094874A1; WO2016094880A1; WO2016100951A3; WO2016100974A1; WO2016106236A1; WO2016106244A1; WO2016108926A1; WO2016138488A2; WO2016182893A1; WO2016205728A1; WO2016205745A2; WO2016205764A1; WO2017004279A3; WO2017069958A2; WO2017070605A1; WO2017074788A1; WO2017075294A1; WO2017075451A1; WO2017075465A1; WO2017075478A2; WO2017087708A1; WO2017136794A1; WO2017147196A1; WO2017161325A1; WO2017165859A1; WO2017214460A1; WO2017219027A1; WO2018013840A1; WO2018035250A1; WO2018035364A1; WO2018049025A2; WO2018067991A1; WO2018083606A1","C12N-0015/85","Engineering of systems, methods and optimized guide compositions for sequence manipulation"
"AGILENT TECHNOLOGIES INC","US20140273226A1; US20140273232A1; US20140295557A1; WO2013142578A1","AGENOVIR CORP; BROAD INST INC; HARVARD COLLEGE; INTEGRATED DNA TECH INC; INTELLIA THERAPEUTICS INC; MASSACHUSETTS INST TECHNOLOGY; SILENCE THERAPEUTICS (LONDON) LTD; SILENCE THERAPEUTICS LONDON LTD; SYNTHENA AG","EP3315125A1; US10077453B2; US10113163B2; US9526784B2; US9737604B2; US9840699B2; US9840702B2; US9999671B2; WO2016100951A3; WO2017068377A1; WO2017136794A1; WO2018035388A1; WO2018055577A1; WO2018107028A1; WO2018119182A1; WO2018183808A1","C07H-0021/00; C12N-0009/22; C12N-0015/113","GUIDE RNA WITH CHEMICAL MODIFICATIONS | ARN GUIDE COMPORTANT DES MODIFICATIONS CHIMIQUES"
"INTEGRATED DNA TECHNOLOGIES INC","US20140273232A1; US5672695A; US6248878B1; WO2014065596A1; WO2014124226A1; WO2014144592A2; WO2016080097A1; WO2016089433A1","","","C12N-0015/11","CRISPR-BASED COMPOSITIONS AND METHODS OF USE | COMPOSITIONS À BASE DE CRISPR ET LEURS PROCÉDÉS D'UTILISATION"
"MIT","US20140273232A1; WO2015191693A2; WO2016089433A1; WO2016186745A1","HARVARD COLLEGE; INTELLIA THERAPEUTICS INC","US10113163B2; US9999671B2; WO2018107028A1","A61K-0048/00; C07H-0021/00; C07H-0021/02; C12N-0009/16; C12N-0009/22; C12N-0015/113","STRUCTURE-GUIDED CHEMICAL MODIFICATION OF GUIDE RNA AND ITS APPLICATIONS | MODIFICATION CHIMIQUE GUIDÉE PAR LA STRUCTURE D'UN ARN GUIDE ET SES APPLICATIONS"
"AGILENT TECHNOLOGIES INC","US20140273232A1; US20160040189A1; WO2015139139A1","HARVARD COLLEGE","US10113163B2","C12N-0009/22; C12N-0015/10; C12N-0015/113; C12N-0015/90; C12Q-0001/44","HIGH SPECIFICITY GENOME EDITING USING CHEMICALLY MODIFIED GUIDE RNAS | ÉDITION DE GÉNOME À HAUTE SPÉCIFICITÉ UTILISANT DES ARN GUIDES CHIMIQUEMENT MODIFIÉS"
"RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL,US","US20010016355A1; US20130150287A1; US20140273232A1; US20140335158A1; WO2014093635A1; WO2016131009A1","","","A61K-0048/00; C12N-0009/22; C12N-0015/864","MODIFIED VIRAL CAPSID PROTEINS | PROTÉINES DE CAPSIDE VIRALE MODIFIÉES"
"MIT","US20140068797A1; US20140142160A1; US20140273232A1; US20150128300A1; WO2014204578A1","","","C12N-0009/16; C12N-0009/22; C12N-0015/52; C12N-0015/86; C12N-0015/90","COMPOSITIONS COMPRISING NUCLEIC ACIDS AND METHODS OF USING THE SAME | COMPOSITIONS COMPRENANT DES ACIDES NUCLÉIQUES ET LEURS MÉTHODES D'UTILISATION"
"INTEGRATED DNA TECHNOLOGIES INC","US20140273232A1; US20140295557A1; US20150059010A1; US20150073041A1; US20160024524A1; US20160289675A1; US5672695A; US6248878B1; US8697359B1; WO2014065596A1; WO2014124226A1; WO2014144592A2; WO2016080097A1; WO2016089433A1; WO2016164356A1","INTEGRATED DNA TECH INC","WO2018111946A1","C12N-0015/11","CRISPR-based compositions and methods of use"
"BROAD INSTITUTE INC","US20100076057A1; US20110189776A1; US20110223638A1; US20130130248A1; WO2008108989A2; WO2010054108A2; WO2012164565A1; WO2013098244A1; WO2013141680A1; WO2013142578A1; WO2013176772A1; WO2014065596A1; WO2014089290A1; WO2014093479A1; WO2014099744A1; WO2014099750A2","BRIGHAM & WOMENS HOSPITAL; BRIGHAM & WOMENS HOSPITAL INC; BROAD INST INC; CHINA NAT RICE RES INST; INST BASIC SCIENCE; MASSACHUSETTS GEN HOSPITAL; MASSACHUSETTS INST TECHNOLOGY; NEURO LM SAS; NOVARTIS AG; PIONEER HI-BRED INT INC; PRONUTRIA INC; REGENERON PHARMA; TEH BROAD INST INC; THE BOARD INST INC; THE BRIGHAM AND WOMEN'S HOSPITAL INC; THE CHILDREN'S MEDICAL CENTER CORP; The Regents of the University of California; UNIV OF VIENNA; VERTEX PHARMA","CN105543195A; CN105543196A; US10000772B2; US10011850B2; US10039777B2; US10077445B2; US10093910B2; US10106820B2; US10113167B2; US10119133B2; US10138476B2; US9228208B2; US9512446B1; US9546384B2; US9567603B2; US9567604B2; US9580701B2; US9650617B2; US9688972B2; US9752132B2; US9771601B2; US9822370B2; US9834786B2; US9868962B2; US9885033B2; US9902971B2; US9926545B2; US9926546B2; US9944912B2; WO2015054507A1; WO2015065964A1; WO2015089351A1; WO2015089354A1; WO2015089364A1; WO2015089419A2; WO2015089465A1; WO2015089486A2; WO2016049163A2; WO2016049251A1; WO2016069591A2; WO2016080795A1; WO2016086197A1; WO2016094867A1; WO2016094872A1; WO2016094874A1; WO2016094880A1; WO2016100974A1; WO2016106236A1; WO2016106244A1; WO2016108926A1; WO2016138488A2; WO2016182893A1; WO2016205728A1; WO2016205745A2; WO2016205749A1; WO2016205764A1; WO2017069958A2; WO2017070605A1; WO2017074788A1; WO2017075294A1; WO2017075451A1; WO2017075465A1; WO2017075478A2; WO2017087708A1; WO2017106657A1; WO2017147196A1; WO2017161325A1; WO2017184768A1; WO2017184786A1; WO2017189308A1; WO2017219027A1; WO2018013840A1; WO2018035250A1; WO2018035364A1; WO2018049025A2; WO2018067991A1; WO2018083606A1","C12N-0009/22; C12N-0015/85","Engineering and optimization of improved systems, methods and enzyme compositions for sequence manipulation"
