earliest_priority,application_number,inpadoc_family_members,family_country,family_date,family_consolidated
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6271931B1 20010807,US,2001-08-07,US6271931
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6273544B1 20010814,US,2001-08-14,US6273544
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6274056B1 20010814,US,2001-08-14,US6274056
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6280643B1 20010828,US,2001-08-28,US6280643
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6283581B1 20010904,US,2001-09-04,US6283581
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6283582B1 20010904,US,2001-09-04,US6283582
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6284147B1 20010904,US,2001-09-04,US6284147
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6286935B1 20010911,US,2001-09-11,US6286935
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6287028B1 20010911,US,2001-09-11,US6287028
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6289262B1 20010911,US,2001-09-11,US6289262
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6290861B1 20010918,US,2001-09-18,US6290861
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6290862B1 20010918,US,2001-09-18,US6290862
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6293653B1 20010925,US,2001-09-25,US6293653
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6293658B1 20010925,US,2001-09-25,US6293658
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6294101B1 20010925,US,2001-09-25,US6294101
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6299289B1 20011009,US,2001-10-09,US6299289
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6299290B1 20011009,US,2001-10-09,US6299290
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6299300B1 20011009,US,2001-10-09,US6299300
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6299786B1 20011009,US,2001-10-09,US6299786
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6302528B1 20011016,US,2001-10-16,US6302528
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6304291B1 20011016,US,2001-10-16,US6304291
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6305770B1 20011023,US,2001-10-23,US6305770
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6306671B1 20011023,US,2001-10-23,US6306671
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6309048B1 20011030,US,2001-10-30,US6309048
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6312070B1 20011106,US,2001-11-06,US6312070
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6312107B1 20011106,US,2001-11-06,US6312107
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6312114B1 20011106,US,2001-11-06,US6312114
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6312615B1 20011106,US,2001-11-06,US6312615
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6315200B1 20011113,US,2001-11-13,US6315200
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6315914B1 20011113,US,2001-11-13,US6315914
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6317192B1 20011113,US,2001-11-13,US6317192
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6318849B1 20011120,US,2001-11-20,US6318849
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6322181B1 20011127,US,2001-11-27,US6322181
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6329990B1 20011211,US,2001-12-11,US6329990
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6331258B1 20011218,US,2001-12-18,US6331258
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6331946B1 20011218,US,2001-12-18,US6331946
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6334190B1 20011225,US,2001-12-25,US6334190
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6336710B1 20020108,US,2002-01-08,US6336710
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6338547B1 20020115,US,2002-01-15,US6338547
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6340222B1 20020122,US,2002-01-22,US6340222
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6350023B1 20020226,US,2002-02-26,US6350023
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6353772B1 20020305,US,2002-03-05,US6353772
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6356715B1 20020312,US,2002-03-12,US6356715
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6357135B1 20020319,US,2002-03-19,US6357135
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6362843B1 20020326,US,2002-03-26,US6362843
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6362868B1 20020326,US,2002-03-26,US6362868
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6362869B1 20020326,US,2002-03-26,US6362869
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6364461B2 20020402,US,2002-04-02,US6364461
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6366693B1 20020402,US,2002-04-02,US6366693
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6374354B1 20020416,US,2002-04-16,US6374354
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6378970B1 20020430,US,2002-04-30,US6378970
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6378989B1 20020430,US,2002-04-30,US6378989
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6378990B2 20020430,US,2002-04-30,US6378990
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6381361B1 20020430,US,2002-04-30,US6381361
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6382769B1 20020507,US,2002-05-07,US6382769
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6390603B1 20020521,US,2002-05-21,US6390603
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6394581B1 20020528,US,2002-05-28,US6394581
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6398328B1 20020604,US,2002-06-04,US6398328
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6402300B1 20020611,US,2002-06-11,US6402300
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6412914B1 20020702,US,2002-07-02,US6412914
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6412993B1 20020702,US,2002-07-02,US6412993
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6415054B1 20020702,US,2002-07-02,US6415054
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6416154B1 20020709,US,2002-07-09,US6416154
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6416167B1 20020709,US,2002-07-09,US6416167
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6416168B1 20020709,US,2002-07-09,US6416168
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6416170B2 20020709,US,2002-07-09,US6416170
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6416679B1 20020709,US,2002-07-09,US6416679
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6420196B1 20020716,US,2002-07-16,US6420196
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6425651B1 20020730,US,2002-07-30,US6425651
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6425657B2 20020730,US,2002-07-30,US6425657
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6425658B2 20020730,US,2002-07-30,US6425658
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6428147B2 20020806,US,2002-08-06,US6428147
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6431669B1 20020813,US,2002-08-13,US6431669
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6431704B1 20020813,US,2002-08-13,US6431704
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6435664B2 20020820,US,2002-08-20,US6435664
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6435667B1 20020820,US,2002-08-20,US6435667
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6439689B1 20020827,US,2002-08-27,US6439689
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6439694B1 20020827,US,2002-08-27,US6439694
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6439695B2 20020827,US,2002-08-27,US6439695
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6439699B1 20020827,US,2002-08-27,US6439699
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6442525B1 20020827,US,2002-08-27,US6442525
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6443558B1 20020903,US,2002-09-03,US6443558
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6447099B2 20020910,US,2002-09-10,US6447099
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6447100B2 20020910,US,2002-09-10,US6447100
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6451216B1 20020917,US,2002-09-17,US6451216
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6454396B2 20020924,US,2002-09-24,US6454396
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6457813B2 20021001,US,2002-10-01,US6457813
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6459495B1 20021001,US,2002-10-01,US6459495
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6460971B2 20021008,US,2002-10-08,US6460971
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6464325B2 20021015,US,2002-10-15,US6464325
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6464340B2 20021015,US,2002-10-15,US6464340
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6471336B2 20021029,US,2002-10-29,US6471336
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6472052B1 20021029,US,2002-10-29,US6472052
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6476863B1 20021105,US,2002-11-05,US6476863
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6485123B2 20021126,US,2002-11-26,US6485123
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6486886B1 20021126,US,2002-11-26,US6486886
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6488358B2 20021203,US,2002-12-03,US6488358
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6488359B2 20021203,US,2002-12-03,US6488359
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6488360B2 20021203,US,2002-12-03,US6488360
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6488361B2 20021203,US,2002-12-03,US6488361
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6488362B2 20021203,US,2002-12-03,US6488362
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6491833B1 20021210,US,2002-12-10,US6491833
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6505912B2 20030114,US,2003-01-14,US6505912
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6508546B2 20030121,US,2003-01-21,US6508546
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6513908B2 20030204,US,2003-02-04,US6513908
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6527374B2 20030304,US,2003-03-04,US6527374
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6540331B2 20030401,US,2003-04-01,US6540331
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6540332B2 20030401,US,2003-04-01,US6540332
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6542645B1 20030401,US,2003-04-01,US6542645
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6547364B2 20030415,US,2003-04-15,US6547364
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6547371B2 20030415,US,2003-04-15,US6547371
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6550896B2 20030422,US,2003-04-22,US6550896
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6557977B1 20030506,US,2003-05-06,US6557977
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6565181B2 20030520,US,2003-05-20,US6565181
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6565762B1 20030520,US,2003-05-20,US6565762
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6582059B2 20030624,US,2003-06-24,US6582059
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6588882B2 20030708,US,2003-07-08,US6588882
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6592207B1 20030715,US,2003-07-15,US6592207
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6597817B1 20030722,US,2003-07-22,US6597817
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6612687B2 20030902,US,2003-09-02,US6612687
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6614560B1 20030902,US,2003-09-02,US6614560
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6618117B2 20030909,US,2003-09-09,US6618117
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6623108B2 20030923,US,2003-09-23,US6623108
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6624848B1 20030923,US,2003-09-23,US6624848
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6634735B1 20031021,US,2003-10-21,US6634735
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6636216B1 20031021,US,2003-10-21,US6636216
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6641255B2 20031104,US,2003-11-04,US6641255
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6641315B2 20031104,US,2003-11-04,US6641315
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6644767B2 20031111,US,2003-11-11,US6644767
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6644771B1 20031111,US,2003-11-11,US6644771
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6644787B2 20031111,US,2003-11-11,US6644787
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6644793B2 20031111,US,2003-11-11,US6644793
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6646757B1 20031111,US,2003-11-11,US6646757
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6648453B2 20031118,US,2003-11-18,US6648453
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6652052B2 20031125,US,2003-11-25,US6652052
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6652074B2 20031125,US,2003-11-25,US6652074
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6652082B2 20031125,US,2003-11-25,US6652082
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6663225B2 20031216,US,2003-12-16,US6663225
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6665008B1 20031216,US,2003-12-16,US6665008
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6665454B1 20031216,US,2003-12-16,US6665454
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6666543B2 20031223,US,2003-12-23,US6666543
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6669332B2 20031230,US,2003-12-30,US6669332
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6672706B2 20040106,US,2004-01-06,US6672706
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6672708B2 20040106,US,2004-01-06,US6672708
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6679584B2 20040120,US,2004-01-20,US6679584
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6682174B2 20040127,US,2004-01-27,US6682174
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6682176B2 20040127,US,2004-01-27,US6682176
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6688528B2 20040210,US,2004-02-10,US6688528
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6690416B1 20040210,US,2004-02-10,US6690416
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6690419B1 20040210,US,2004-02-10,US6690419
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6698867B2 20040302,US,2004-03-02,US6698867
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6702417B2 20040309,US,2004-03-09,US6702417
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6712453B2 20040330,US,2004-03-30,US6712453
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6712986B2 20040330,US,2004-03-30,US6712986
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6723575B2 20040420,US,2004-04-20,US6723575
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6727948B1 20040427,US,2004-04-27,US6727948
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6727951B1 20040427,US,2004-04-27,US6727951
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6733116B1 20040511,US,2004-05-11,US6733116
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6738096B1 20040518,US,2004-05-18,US6738096
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6742873B1 20040601,US,2004-06-01,US6742873
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6745331B1 20040601,US,2004-06-01,US6745331
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6746105B2 20040608,US,2004-06-08,US6746105
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6750901B1 20040615,US,2004-06-15,US6750901
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6750944B2 20040615,US,2004-06-15,US6750944
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6764166B2 20040720,US,2004-07-20,US6764166
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6773874B2 20040810,US,2004-08-10,US6773874
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6776476B2 20040817,US,2004-08-17,US6776476
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6783217B2 20040831,US,2004-08-31,US6783217
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6786420B1 20040907,US,2004-09-07,US6786420
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6786570B2 20040907,US,2004-09-07,US6786570
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6786573B2 20040907,US,2004-09-07,US6786573
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6786574B2 20040907,US,2004-09-07,US6786574
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6786661B2 20040907,US,2004-09-07,US6786661
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6787051B2 20040907,US,2004-09-07,US6787051
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6788336B1 20040907,US,2004-09-07,US6788336
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6799835B2 20041005,US,2004-10-05,US6799835
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6803989B2 20041012,US,2004-10-12,US6803989
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6805435B2 20041019,US,2004-10-19,US6805435
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6808253B2 20041026,US,2004-10-26,US6808253
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6808325B2 20041026,US,2004-10-26,US6808325
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6814429B2 20041109,US,2004-11-09,US6814429
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6816968B1 20041109,US,2004-11-09,US6816968
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6820968B2 20041123,US,2004-11-23,US6820968
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6824251B2 20041130,US,2004-11-30,US6824251
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6824252B2 20041130,US,2004-11-30,US6824252
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6824257B2 20041130,US,2004-11-30,US6824257
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6827282B2 20041207,US,2004-12-07,US6827282
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6827428B2 20041207,US,2004-12-07,US6827428
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6830316B2 20041214,US,2004-12-14,US6830316
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6830395B2 20041214,US,2004-12-14,US6830395
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6831681B1 20041214,US,2004-12-14,US6831681
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6832828B2 20041221,US,2004-12-21,US6832828
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6834939B2 20041228,US,2004-12-28,US6834939
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6840600B2 20050111,US,2005-01-11,US6840600
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6848181B1 20050201,US,2005-02-01,US6848181
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6848780B2 20050201,US,2005-02-01,US6848780
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6850274B1 20050201,US,2005-02-01,US6850274
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6855264B1 20050215,US,2005-02-15,US6855264
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6857719B2 20050222,US,2005-02-22,US6857719
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6857724B2 20050222,US,2005-02-22,US6857724
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6860590B2 20050301,US,2005-03-01,US6860590
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6863378B2 20050308,US,2005-03-08,US6863378
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6866290B2 20050315,US,2005-03-15,US6866290
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6866369B2 20050315,US,2005-03-15,US6866369
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6866789B1 20050315,US,2005-03-15,US6866789
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6874866B2 20050405,US,2005-04-05,US6874866
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6876394B1 20050405,US,2005-04-05,US6876394
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6879341B1 20050412,US,2005-04-12,US6879341
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6880914B2 20050419,US,2005-04-19,US6880914
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6880918B2 20050419,US,2005-04-19,US6880918
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6880922B2 20050419,US,2005-04-19,US6880922
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6883906B2 20050426,US,2005-04-26,US6883906
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6886751B2 20050503,US,2005-05-03,US6886751
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6886915B2 20050503,US,2005-05-03,US6886915
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6886917B2 20050503,US,2005-05-03,US6886917
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6886918B2 20050503,US,2005-05-03,US6886918
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6890059B2 20050510,US,2005-05-10,US6890059
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6894694B1 20050517,US,2005-05-17,US6894694
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6899415B2 20050531,US,2005-05-31,US6899415
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6899416B2 20050531,US,2005-05-31,US6899416
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6902255B1 20050607,US,2005-06-07,US6902255
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6905195B2 20050614,US,2005-06-14,US6905195
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6905620B2 20050614,US,2005-06-14,US6905620
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6913346B2 20050705,US,2005-07-05,US6913346
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6913347B2 20050705,US,2005-07-05,US6913347
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6913875B2 20050705,US,2005-07-05,US6913875
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6916082B2 20050712,US,2005-07-12,US6916082
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6916087B2 20050712,US,2005-07-12,US6916087
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6916091B2 20050712,US,2005-07-12,US6916091
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6918542B2 20050719,US,2005-07-19,US6918542
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6918654B2 20050719,US,2005-07-19,US6918654
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6918655B2 20050719,US,2005-07-19,US6918655
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6918707B2 20050719,US,2005-07-19,US6918707
AU19977991A 1997-07-15,JP200944799A 2009-02-26,US6921150B2 20050726,US,2005-07-26,US6921150
